region,year,source,consumptionElectricity,productionElectricity,energyPerCapita,elecPerCapita
Africa,1987,hydro,145.059,49.056000000000004,249.92,84.51799999999999
Africa,1987,nuclear,17.499000000000002,6.167000000000001,30.149,10.625
Africa,1987,oil,1042.069,38.684,1795.3570000000002,66.64699999999999
Africa,1987,other_renewables,1.973,0.6579999999999999,3.3989999999999996,1.1340000000000001
Africa,1987,renewables,147.033,49.714,253.31900000000002,85.652
Africa,1987,solar,0.0,0.0,0.0,0.0
Africa,1987,wind,0.0,0.0,0.0,0.0
Africa,1988,coal,890.1610000000001,152.44899999999998,0.0,255.423
Africa,1988,gas,358.445,34.009,600.562,56.982
Africa,1988,hydro,158.475,53.593,265.52,89.794
Africa,1988,nuclear,29.774,10.493,49.885,17.581
Africa,1988,oil,1086.268,42.613,1820.005,71.396
Africa,1988,other_renewables,1.8840000000000001,0.626,3.156,1.0490000000000002
Africa,1988,renewables,160.359,54.218999999999994,268.676,90.84299999999999
Africa,1988,solar,0.0,0.0,0.0,0.0
Africa,1988,wind,0.0,0.0,0.0,0.0
Africa,1989,coal,835.6210000000001,157.211,0.0,256.247
Africa,1989,gas,371.471,36.939,605.4830000000001,60.208999999999996
Africa,1989,hydro,166.408,56.276,271.23900000000003,91.728
Africa,1989,nuclear,31.494,11.099,51.333,18.090999999999998
Africa,1989,oil,1123.927,43.338,1831.955,70.639
Africa,1989,other_renewables,1.855,0.617,3.0239999999999996,1.006
Africa,1989,renewables,168.263,56.893,274.262,92.734
Africa,1989,solar,0.0,0.0,0.0,0.0
Africa,1989,wind,0.0,0.0,0.0,0.0
Africa,1990,coal,877.678,164.674,0.0,261.242
Africa,1990,gas,398.645,42.646,632.419,67.655
Africa,1990,hydro,169.301,57.255,268.58299999999997,90.83
Africa,1990,nuclear,23.974,8.449,38.033,13.404000000000002
Africa,1990,oil,1142.403,43.007,1812.332,68.227
Africa,1990,other_renewables,2.425,0.7959999999999999,3.8480000000000003,1.263
Africa,1990,renewables,171.727,58.051,272.431,92.09299999999999
Africa,1990,solar,0.0,0.0,0.0,0.0
Africa,1990,wind,0.0,0.0,0.0,0.0
Africa,1991,coal,853.762,164.78599999999997,0.0,254.55700000000002
Africa,1991,gas,401.63599999999997,45.611000000000004,620.436,70.459
Africa,1991,hydro,179.34599999999998,60.651,277.04900000000004,93.693
Africa,1991,nuclear,25.945999999999998,9.144,40.080999999999996,14.125
Africa,1991,oil,1148.705,42.086999999999996,1774.49,65.014
Africa,1991,other_renewables,2.487,0.812,3.841,1.254
Africa,1991,renewables,181.833,61.463,280.89,94.947
Africa,1991,solar,0.0,0.0,0.0,0.0
Africa,1991,wind,0.0,0.0,0.0,0.0
Africa,1992,coal,858.831,165.42,0.0,248.935
Africa,1992,gas,421.27,50.545,633.9540000000001,76.063
Africa,1992,hydro,171.092,57.86,257.471,87.072
Africa,1992,nuclear,26.355,9.288,39.66,13.977
Africa,1992,oil,1170.525,42.63,1761.48,64.152
Africa,1992,other_renewables,2.592,0.8420000000000001,3.9010000000000002,1.2670000000000001
Africa,1992,renewables,173.68400000000003,58.703,261.371,88.339
Africa,1992,solar,0.0,0.0,0.0,0.0
Africa,1992,wind,0.0,0.0,0.0,0.0
Africa,1993,coal,871.7139999999999,175.957,0.0,258.051
Africa,1993,gas,412.644,55.133,605.1659999999999,80.85600000000001
Africa,1993,hydro,167.61,56.683,245.80900000000003,83.12799999999999
Africa,1993,nuclear,20.586,7.255,30.191,10.64
Africa,1993,oil,1180.077,41.806000000000004,1730.649,61.31
Africa,1993,other_renewables,2.897,0.938,4.248,1.375
Africa,1993,renewables,170.512,57.622,250.06599999999997,84.506
Africa,1993,solar,0.0,0.0,0.0,0.0
Africa,1993,wind,0.006,0.002,0.009000000000000001,0.003
Africa,1994,coal,894.448,179.794,0.0,257.052
Africa,1994,gas,431.82800000000003,62.102,617.386,88.787
Africa,1994,hydro,170.31099999999998,57.596000000000004,243.49400000000003,82.345
Africa,1994,nuclear,27.515,9.697000000000001,39.339,13.864
Africa,1994,oil,1221.885,39.825,1746.933,56.937
Africa,1994,other_renewables,2.573,0.835,3.679,1.194
Africa,1994,renewables,172.9,58.43600000000001,247.196,83.54700000000001
Africa,1994,solar,0.0,0.0,0.0,0.0
Africa,1994,wind,0.016,0.005,0.023,0.008
Africa,1995,coal,922.471,186.886,0.0,260.552
Africa,1995,gas,461.24300000000005,66.314,643.054,92.45299999999999
Africa,1995,hydro,176.736,59.769,246.40099999999998,83.32799999999999
Africa,1995,nuclear,32.067,11.300999999999998,44.707,15.755999999999998
Africa,1995,oil,1266.782,36.181999999999995,1766.115,50.443999999999996
Africa,1995,other_renewables,3.114,1.0190000000000001,4.341,1.42
Africa,1995,renewables,179.868,60.794,250.768,84.757
Africa,1995,solar,0.0,0.0,0.0,0.0
Africa,1995,wind,0.019,0.006,0.026000000000000002,0.009000000000000001
Africa,1996,coal,935.2280000000001,197.291,0.0,268.29200000000003
Africa,1996,gas,484.19199999999995,69.992,658.441,95.18
Africa,1996,hydro,184.269,62.316,250.583,84.743
Africa,1996,nuclear,33.412,11.775,45.43600000000001,16.012999999999998
Africa,1996,oil,1293.971,37.369,1759.641,50.817
Africa,1996,other_renewables,3.877,1.258,5.272,1.7109999999999999
Africa,1996,renewables,188.167,63.582,255.88400000000001,86.463
Africa,1996,solar,0.0,0.0,0.0,0.0
Africa,1996,wind,0.021,0.006999999999999999,0.028999999999999998,0.01
Africa,1997,coal,959.0189999999999,206.045,0.0,273.36400000000003
Africa,1997,gas,474.476,75.844,629.497,100.625
Africa,1997,hydro,188.81099999999998,63.852,250.5,84.714
Africa,1997,nuclear,35.885999999999996,12.647,47.611000000000004,16.779
Africa,1997,oil,1332.273,38.575,1767.556,51.178000000000004
Africa,1997,other_renewables,4.297,1.3869999999999998,5.7,1.84
Africa,1997,renewables,193.12900000000002,65.24600000000001,256.228,86.564
Africa,1997,solar,0.0,0.0,0.0,0.0
Africa,1997,wind,0.021,0.006999999999999999,0.027999999999999997,0.01
Africa,1998,coal,937.039,201.69799999999998,0.0,261.118
Africa,1998,gas,499.337,77.33,646.444,100.11200000000001
Africa,1998,hydro,197.09799999999998,66.655,255.16400000000002,86.292
Africa,1998,nuclear,38.593,13.600999999999999,49.963,17.608
Africa,1998,oil,1363.509,43.096000000000004,1765.203,55.793
Africa,1998,other_renewables,5.319,1.713,6.886,2.217
Africa,1998,renewables,202.43900000000002,68.375,262.079,88.51899999999999
Africa,1998,solar,0.0,0.0,0.0,0.0
Africa,1998,wind,0.022000000000000002,0.008,0.028999999999999998,0.01
Africa,1999,coal,966.0110000000001,199.796,0.0,252.425
Africa,1999,gas,504.02,86.09,636.7869999999999,108.76799999999999
Africa,1999,hydro,209.013,70.684,264.07,89.304
Africa,1999,nuclear,36.425,12.837,46.02,16.218
Africa,1999,oil,1414.56,44.924,1787.18,56.757
Africa,1999,other_renewables,5.271,1.696,6.66,2.1430000000000002
Africa,1999,renewables,214.343,72.4,270.80400000000003,91.47200000000001
Africa,1999,solar,0.0,0.0,0.0,0.0
Africa,1999,wind,0.059000000000000004,0.02,0.07400000000000001,0.025
Africa,2000,coal,963.7310000000001,208.21400000000003,0.0,256.742
Africa,2000,gas,556.822,91.84299999999999,686.6010000000001,113.249
Africa,2000,hydro,222.53099999999998,75.256,274.39599999999996,92.796
Africa,2000,nuclear,36.916,13.01,45.52,16.042
Africa,2000,oil,1420.386,46.566,1751.435,57.42
Africa,2000,other_renewables,7.0889999999999995,2.269,8.742,2.798
Africa,2000,renewables,230.174,77.712,283.82099999999997,95.825
Africa,2000,solar,0.035,0.012,0.044000000000000004,0.015
Africa,2000,wind,0.519,0.17600000000000002,0.64,0.21600000000000003
Africa,2001,coal,975.926,214.43099999999998,0.0,258.07
Africa,2001,gas,634.636,100.978,763.791,121.529
Africa,2001,hydro,237.576,80.869,285.926,97.32700000000001
Africa,2001,nuclear,30.218000000000004,10.719000000000001,36.367,12.9
Africa,2001,oil,1432.664,47.409,1724.226,57.056999999999995
Africa,2001,other_renewables,7.275,2.335,8.756,2.8110000000000004
Africa,2001,renewables,246.11700000000002,83.635,296.204,100.656
Africa,2001,solar,0.044000000000000004,0.015,0.053,0.018000000000000002
Africa,2001,wind,1.2209999999999999,0.41600000000000004,1.469,0.5
Africa,2002,coal,934.422,222.898,0.0,261.83299999999997
Africa,2002,gas,670.605,115.955,787.7439999999999,136.209
Africa,2002,hydro,248.178,85.02600000000001,291.529,99.87899999999999
Africa,2002,nuclear,33.586,11.991,39.452,14.085999999999999
Africa,2002,oil,1479.1670000000001,46.946000000000005,1737.5420000000001,55.146
Africa,2002,other_renewables,7.148,2.286,8.396,2.6860000000000004
Africa,2002,renewables,256.67,87.773,301.504,103.105
Africa,2002,solar,0.049,0.017,0.057999999999999996,0.02
Africa,2002,wind,1.295,0.444,1.521,0.521
Africa,2003,coal,1017.048,235.015,0.0,269.436
Africa,2003,gas,711.507,123.984,815.716,142.143
Africa,2003,hydro,239.477,82.575,274.551,94.669
Africa,2003,nuclear,35.24,12.663,40.402,14.517999999999999
Africa,2003,oil,1524.815,48.555,1748.1429999999998,55.667
Africa,2003,other_renewables,8.049,2.622,9.228,3.0060000000000002
Africa,2003,renewables,249.137,85.75299999999999,285.626,98.31200000000001
Africa,2003,solar,0.057999999999999996,0.02,0.067,0.023
Africa,2003,wind,1.5530000000000002,0.536,1.781,0.614
Africa,2004,coal,1119.162,245.195,0.0,274.315
Africa,2004,gas,783.068,141.143,876.069,157.906
Africa,2004,hydro,251.33599999999998,87.219,281.186,97.57799999999999
Africa,2004,nuclear,36.958,13.365,41.347,14.952
Africa,2004,oil,1586.511,46.538000000000004,1774.933,52.065
Africa,2004,other_renewables,9.088,2.9789999999999996,10.167,3.333
Africa,2004,renewables,262.709,90.991,293.909,101.79799999999999
Africa,2004,solar,0.071,0.025,0.079,0.027000000000000003
Africa,2004,wind,2.214,0.768,2.477,0.86
Africa,2005,coal,1039.073,248.812,0.0,271.58299999999997
Africa,2005,gas,807.7819999999999,151.724,881.709,165.61
Africa,2005,hydro,254.37900000000002,88.838,277.66,96.96799999999999
Africa,2005,nuclear,31.029,11.293,33.869,12.325999999999999
Africa,2005,oil,1654.9189999999999,52.596000000000004,1806.376,57.41
Africa,2005,other_renewables,9.162,3.01,10.001,3.285
Africa,2005,renewables,265.86,92.65700000000001,290.191,101.137
Africa,2005,solar,0.084,0.028999999999999998,0.092,0.032
Africa,2005,wind,2.235,0.78,2.439,0.852
Africa,2006,coal,1054.097,255.90099999999998,0.0,272.465
Africa,2006,gas,843.442,164.53599999999997,898.033,175.185
Africa,2006,hydro,261.918,92.04899999999999,278.87,98.007
Africa,2006,nuclear,27.375,10.026,29.147,10.675
Africa,2006,oil,1673.717,55.4,1782.047,58.986000000000004
Africa,2006,other_renewables,11.552999999999999,3.77,12.300999999999998,4.013999999999999
Africa,2006,renewables,276.004,96.71,293.869,102.97
Africa,2006,solar,0.10800000000000001,0.038,0.115,0.04
Africa,2006,wind,2.426,0.853,2.583,0.9079999999999999
Africa,2007,coal,1071.633,262.47,0.0,272.54900000000004
Africa,2007,gas,900.07,174.977,934.6310000000001,181.695
Africa,2007,hydro,269.185,95.199,279.522,98.854
Africa,2007,nuclear,30.706999999999997,11.317,31.886,11.752
Africa,2007,oil,1734.741,58.792,1801.352,61.049
Africa,2007,other_renewables,9.555,3.142,9.922,3.263
Africa,2007,renewables,281.757,99.40700000000001,292.57599999999996,103.22399999999999
Africa,2007,solar,0.14300000000000002,0.05,0.14800000000000002,0.052000000000000005
Africa,2007,wind,2.873,1.016,2.984,1.055
Africa,2008,coal,1180.725,257.491,0.0,260.718
Africa,2008,gas,935.1619999999999,183.55900000000003,946.8810000000001,185.859
Africa,2008,hydro,272.483,96.96700000000001,275.89799999999997,98.182
Africa,2008,nuclear,35.066,13.004000000000001,35.505,13.167
Africa,2008,oil,1824.851,64.646,1847.719,65.456
Africa,2008,other_renewables,9.915,3.267,10.039,3.3080000000000003
Africa,2008,renewables,286.289,101.619,289.877,102.89200000000001
Africa,2008,solar,0.204,0.073,0.207,0.07400000000000001
Africa,2008,wind,3.6860000000000004,1.3119999999999998,3.7319999999999998,1.328
Africa,2009,coal,1176.002,247.706,0.0,244.516
Africa,2009,gas,940.8610000000001,189.981,928.7439999999999,187.535
Africa,2009,hydro,278.046,99.561,274.465,98.279
Africa,2009,nuclear,34.318000000000005,12.806,33.876999999999995,12.640999999999998
Africa,2009,oil,1885.976,71.237,1861.6889999999999,70.32
Africa,2009,other_renewables,10.700999999999999,3.563,10.562999999999999,3.517
Africa,2009,renewables,293.453,104.809,289.67400000000004,103.459
Africa,2009,solar,0.268,0.096,0.264,0.095
Africa,2009,wind,4.438,1.589,4.381,1.569
Africa,2010,coal,1164.84,257.339,0.0,247.607
Africa,2010,gas,980.732,216.735,943.643,208.53799999999998
Africa,2010,hydro,298.926,107.698,287.621,103.626
Africa,2010,nuclear,36.028,13.527000000000001,34.666,13.015
Africa,2010,oil,1966.215,67.363,1891.8570000000002,64.816
Africa,2010,other_renewables,11.243,3.765,10.818,3.622
Africa,2010,renewables,317.10900000000004,113.964,305.117,109.654
Africa,2010,solar,0.6,0.21600000000000003,0.5770000000000001,0.20800000000000002
Africa,2010,wind,6.341,2.285,6.101,2.198
Africa,2011,coal,1147.299,259.97700000000003,0.0,243.787
Africa,2011,gas,1060.527,234.74200000000002,994.4839999999999,220.12400000000002
Africa,2011,hydro,305.522,110.751,286.496,103.854
Africa,2011,nuclear,34.154,12.902000000000001,32.027,12.099
Africa,2011,oil,1934.171,59.669,1813.7220000000002,55.953
Africa,2011,other_renewables,11.526,3.859,10.808,3.6180000000000003
Africa,2011,renewables,325.293,117.598,305.035,110.275
Africa,2011,solar,1.661,0.602,1.558,0.565
Africa,2011,wind,6.584,2.387,6.1739999999999995,2.238
Africa,2012,coal,1118.487,255.558,0.0,233.52599999999998
Africa,2012,gas,1146.77,259.22900000000004,1047.9080000000001,236.88099999999997
Africa,2012,hydro,304.97700000000003,111.227,278.685,101.63799999999999
Africa,2012,nuclear,34.119,12.967,31.178,11.85
Africa,2012,oil,2046.83,72.373,1870.3729999999998,66.134
Africa,2012,other_renewables,12.048,4.042,11.009,3.694
Africa,2012,renewables,326.644,118.77799999999999,298.48400000000004,108.538
Africa,2012,solar,2.722,0.993,2.487,0.907
Africa,2012,wind,6.898,2.516,6.303,2.299
Africa,2013,coal,1130.161,251.395,0.0,223.852
Africa,2013,gas,1169.745,265.618,1041.5839999999998,236.516
Africa,2013,hydro,320.652,117.652,285.52,104.762
Africa,2013,nuclear,36.891,14.106,32.849000000000004,12.56
Africa,2013,oil,2121.4410000000003,84.305,1889.0079999999998,75.068
Africa,2013,other_renewables,13.124,4.433,11.686,3.948
Africa,2013,renewables,345.716,126.46700000000001,307.83799999999997,112.61
Africa,2013,solar,2.146,0.7879999999999999,1.911,0.701
Africa,2013,wind,9.794,3.593,8.721,3.2
Africa,2014,coal,1183.806,251.985,0.0,218.655
Africa,2014,gas,1202.32,273.848,1043.288,237.62599999999998
Africa,2014,hydro,336.15,124.08200000000001,291.687,107.67
Africa,2014,nuclear,35.859,13.794,31.116,11.969000000000001
Africa,2014,oil,2143.333,90.046,1859.8329999999999,78.135
Africa,2014,other_renewables,15.707,5.462000000000001,13.63,4.74
Africa,2014,renewables,370.724,136.50799999999998,321.688,118.45200000000001
Africa,2014,solar,5.159,1.9040000000000001,4.476,1.652
Africa,2014,wind,13.708,5.06,11.895,4.391
Africa,2015,coal,1119.038,251.18900000000002,0.0,212.433
Africa,2015,gas,1325.36,285.77299999999997,1120.87,241.68099999999998
Africa,2015,hydro,324.274,120.415,274.241,101.836
Africa,2015,nuclear,31.622,12.237,26.743000000000002,10.349
Africa,2015,oil,2199.145,97.73700000000001,1859.838,82.65700000000001
Africa,2015,other_renewables,20.137999999999998,7.17,17.031,6.063
Africa,2015,renewables,377.184,139.754,318.988,118.191
Africa,2015,solar,8.775,3.259,7.421,2.7560000000000002
Africa,2015,wind,23.996,8.911,20.294,7.5360000000000005
Africa,2016,coal,1186.288,248.33599999999998,0.0,204.722
Africa,2016,gas,1370.495,302.099,1129.802,249.042
Africa,2016,hydro,314.355,117.426,259.14599999999996,96.803
Africa,2016,nuclear,38.6,15.026,31.820999999999998,12.387
Africa,2016,oil,2210.926,89.77799999999999,1822.631,74.01100000000001
Africa,2016,other_renewables,20.29,7.232,16.727,5.962000000000001
Africa,2016,renewables,378.978,141.219,312.42,116.417
Africa,2016,solar,14.413,5.3839999999999995,11.882,4.439
Africa,2016,wind,29.92,11.175999999999998,24.665,9.214
Africa,2017,coal,1185.067,252.93599999999998,0.0,203.28799999999998
Africa,2017,gas,1448.745,325.059,1164.378,261.255
Africa,2017,hydro,336.23199999999997,126.34200000000001,270.235,101.54299999999999
Africa,2017,nuclear,36.246,14.193,29.131,11.407
Africa,2017,oil,2233.09,76.206,1794.7679999999998,61.248000000000005
Africa,2017,other_renewables,21.307,7.626,17.125,6.129
Africa,2017,renewables,411.379,154.19899999999998,330.63199999999995,123.932
Africa,2017,solar,20.686999999999998,7.773,16.627,6.247999999999999
Africa,2017,wind,33.153,12.457,26.645,10.012
Africa,2018,coal,1163.6,259.092,0.0,203.063
Africa,2018,gas,1543.5510000000002,333.95599999999996,1209.754,261.737
Africa,2018,hydro,356.115,134.6,279.10400000000004,105.492
Africa,2018,nuclear,29.4,11.58,23.041999999999998,9.076
Africa,2018,oil,2257.502,72.273,1769.3120000000001,56.644
Africa,2018,other_renewables,22.590999999999998,8.173,17.706,6.405
Africa,2018,renewables,444.38,167.59599999999998,348.282,131.35299999999998
Africa,2018,solar,26.599,10.054,20.846999999999998,7.879
Africa,2018,wind,39.076,14.769,30.625,11.575
Africa,2019,coal,1231.317,255.674,0.0,195.46
Africa,2019,gas,1549.73,339.264,1184.751,259.363
Africa,2019,hydro,367.501,139.418,280.95,106.583
Africa,2019,nuclear,34.391,13.595999999999998,26.291,10.394
Africa,2019,oil,2262.036,73.751,1729.3,56.382
Africa,2019,other_renewables,22.908,8.263,17.512999999999998,6.317
Africa,2019,renewables,475.355,179.907,363.404,137.536
Africa,2019,solar,33.989000000000004,12.894,25.984,9.857999999999999
Africa,2019,wind,50.958,19.332,38.957,14.779000000000002
Africa,2020,coal,1157.901,239.796,0.0,178.872
Africa,2020,gas,1535.9720000000002,337.043,1145.737,251.412
Africa,2020,hydro,384.418,146.373,286.751,109.185
Africa,2020,nuclear,35.155,13.949000000000002,26.223000000000003,10.405
Africa,2020,oil,2011.0529999999999,66.686,1500.116,49.743
Africa,2020,other_renewables,22.349,8.066,16.671,6.017
Africa,2020,renewables,504.89,191.801,376.615,143.071
Africa,2020,solar,42.175,16.059,31.46,11.979000000000001
Africa,2020,wind,55.948,21.303,41.733000000000004,15.890999999999998
Africa,2021,coal,1168.741,247.40400000000002,0.0,180.128
Africa,2021,gas,1643.815,355.564,1196.819,258.877
Africa,2021,hydro,401.44699999999995,153.41899999999998,292.283,111.7
Africa,2021,nuclear,26.175,10.424000000000001,19.057000000000002,7.59
Africa,2021,oil,2183.542,76.19,1589.781,55.472
Africa,2021,other_renewables,22.189,8.026,16.156,5.843999999999999
Africa,2021,renewables,530.74,202.37599999999998,386.418,147.345
Africa,2021,solar,43.215,16.515,31.464000000000002,12.024000000000001
Africa,2021,wind,63.888999999999996,24.416,46.516000000000005,17.777
Asia,1980,coal,5541.419,0.0,0.0,0.0
Asia,1980,gas,932.2660000000001,0.0,351.94599999999997,0.0
Asia,1980,hydro,773.687,261.647,292.079,98.77600000000001
Asia,1980,nuclear,274.657,96.795,103.68799999999999,36.542
Asia,1980,oil,6965.993,0.0,2629.775,0.0
Asia,1980,other_renewables,9.333,3.272,3.5239999999999996,1.235
Asia,1980,renewables,783.02,264.91900000000004,295.603,100.01100000000001
Asia,1980,solar,0.0,0.0,0.0,0.0
Asia,1980,wind,0.0,0.0,0.0,0.0
Asia,1981,coal,5723.564,0.0,0.0,0.0
Asia,1981,gas,957.291,0.0,354.48199999999997,0.0
Asia,1981,hydro,825.041,279.014,305.51,103.318
Asia,1981,nuclear,295.156,104.01899999999999,109.295,38.518
Asia,1981,oil,6899.109,0.0,2554.719,0.0
Asia,1981,other_renewables,14.799000000000001,5.159,5.48,1.91
Asia,1981,renewables,839.84,284.173,310.99,105.228
Asia,1981,solar,0.0,0.0,0.0,0.0
Asia,1981,wind,0.0,0.0,0.0,0.0
Asia,1982,coal,5951.464,0.0,0.0,0.0
Asia,1982,gas,1022.452,0.0,371.376,0.0
Asia,1982,hydro,817.209,276.365,296.827,100.382
Asia,1982,nuclear,345.18800000000005,121.65100000000001,125.37899999999999,44.18600000000001
Asia,1982,oil,6872.519,0.0,2496.242,0.0
Asia,1982,other_renewables,42.3,13.787,15.364,5.008
Asia,1982,renewables,859.5089999999999,290.152,312.192,105.389
Asia,1982,solar,0.0,0.0,0.0,0.0
Asia,1982,wind,0.0,0.0,0.0,0.0
Asia,1983,coal,6326.967,0.0,0.0,0.0
Asia,1983,gas,1100.34,0.0,391.986,0.0
Asia,1983,hydro,854.658,289.03,304.464,102.964
Asia,1983,nuclear,412.88599999999997,145.51,147.08700000000002,51.836000000000006
Asia,1983,oil,7120.474,0.0,2536.6020000000003,0.0
Asia,1983,other_renewables,49.018,15.97,17.462,5.689
Asia,1983,renewables,903.676,305.0,321.926,108.65299999999999
Asia,1983,solar,0.0,0.0,0.0,0.0
Asia,1983,wind,0.0,0.0,0.0,0.0
Asia,1984,coal,6892.806,0.0,0.0,0.0
Asia,1984,gas,1353.001,0.0,472.615,0.0
Asia,1984,hydro,856.65,289.704,299.235,101.196
Asia,1984,nuclear,496.61,175.016,173.47,61.13399999999999
Asia,1984,oil,7476.664000000001,0.0,2611.6620000000003,0.0
Asia,1984,other_renewables,53.771,17.504,18.783,6.114
Asia,1984,renewables,910.421,307.20799999999997,318.018,107.31
Asia,1984,solar,0.0,0.0,0.0,0.0
Asia,1984,wind,0.0,0.0,0.0,0.0
Asia,1985,coal,7993.004,654.826,0.0,224.21900000000002
Asia,1985,gas,2157.772,345.533,738.8439999999999,118.314
Asia,1985,hydro,1014.914,343.225,347.517,117.524
Asia,1985,nuclear,610.675,215.215,209.102,73.692
Asia,1985,oil,8199.693000000001,463.63599999999997,2807.663,158.754
Asia,1985,other_renewables,57.247,18.651,19.602,6.386
Asia,1985,renewables,1072.161,361.876,367.119,123.91
Asia,1985,solar,0.0,0.0,0.0,0.0
Asia,1985,wind,0.0,0.0,0.0,0.0
Asia,1986,coal,8322.275,724.456,0.0,243.077
Asia,1986,gas,2427.474,369.966,814.492,124.135
Asia,1986,hydro,1022.638,345.838,343.12699999999995,116.039
Asia,1986,nuclear,649.568,228.921,217.95,76.81
Asia,1986,oil,8385.08,466.585,2813.453,156.554
Asia,1986,other_renewables,60.148,19.51,20.180999999999997,6.546
Asia,1986,renewables,1082.786,365.347,363.30800000000005,122.585
Asia,1986,solar,0.0,0.0,0.0,0.0
Asia,1986,wind,0.0,0.0,0.0,0.0
Asia,1987,coal,8908.044,804.33,0.0,264.401
Asia,1987,gas,2586.567,397.68,850.262,130.726
Asia,1987,hydro,1059.524,358.31199999999995,348.289,117.785
Asia,1987,nuclear,768.9789999999999,271.004,252.78,89.085
Asia,1987,oil,8673.915,484.01599999999996,2851.308,159.107
Asia,1987,other_renewables,61.211000000000006,19.839000000000002,20.121,6.522
Asia,1987,renewables,1120.735,378.151,368.41,124.307
Asia,1987,solar,0.0,0.0,0.0,0.0
Asia,1987,wind,0.0,0.0,0.0,0.0
Asia,1988,coal,9504.192,860.388,0.0,277.144
Asia,1988,gas,2777.1809999999996,423.477,894.571,136.408
Asia,1988,hydro,1217.433,411.714,392.153,132.619
Asia,1988,nuclear,725.645,255.733,233.74099999999999,82.375
Asia,1988,oil,9304.535,528.836,2997.1279999999997,170.34599999999998
